,state,stateabb,year,binge_all,binge_male,binge_female,poverty
5408,Iowa,IA,2017,False,False,False,True
5419,Pennsylvania,PA,2010,False,False,False,True
5421,Kansas,KS,2011,False,False,False,True
5425,Nebraska,NE,2018,False,False,False,True
5452,South Dakota,SD,2013,False,False,False,True
5454,Utah,UT,2015,False,False,False,True
5459,Alabama,AL,2011,False,False,False,True
5467,Tennessee,TN,2012,False,False,False,True
5487,United States,US,2018,False,False,False,True
5501,Georgia,GA,2012,False,False,False,True
5506,Iowa,IA,2013,False,False,False,True
5508,Michigan,MI,2011,False,False,False,True
5532,Delaware,DE,2010,False,False,False,True
5539,United States,US,2011,False,False,False,True
5571,Minnesota,MN,2010,False,False,False,True
5580,North Dakota,ND,2010,False,False,False,True
5588,Massachusetts,MA,2010,False,False,False,True
5600,North Carolina,NC,2013,False,False,False,True
5601,Tennessee,TN,2016,False,False,False,True
5604,Iowa,IA,2015,False,False,False,True
5614,Hawaii,HI,2010,False,False,False,True
5631,Rhode Island,RI,2014,False,False,False,True
5653,Delaware,DE,2014,False,False,False,True
5660,Missouri,MO,2016,False,False,False,True
5665,Nebraska,NE,2010,False,False,False,True
5689,Ohio,OH,2014,False,False,False,True
5697,Puerto Rico,PR,2015,False,False,False,True
5702,Ohio,OH,2011,False,False,False,True
5705,West Virginia,WV,2017,False,False,False,True
5768,Oregon,OR,2012,False,False,False,True
5786,Nebraska,NE,2014,False,False,False,True
5820,Louisiana,LA,2018,False,False,False,True
5823,Indiana,IN,2015,False,False,False,True
5824,Arkansas,AR,2013,False,False,False,True
5827,Virginia,VA,2011,False,False,False,True
5840,Tennessee,TN,2017,False,False,False,True
5843,Utah,UT,2011,False,False,False,True
5857,New York,NY,2016,False,False,False,True
5861,Montana,MT,2017,False,False,False,True
5866,Alaska,AK,2010,False,False,False,True
5900,District of Columbia,DC,2016,False,False,False,True
5917,Virginia,VA,2010,False,False,False,True
5960,Massachusetts,MA,2013,False,False,False,True
5977,Texas,TX,2016,False,False,False,True
5989,Missouri,MO,2013,False,False,False,True
6004,Maine,ME,2015,False,False,False,True
6045,West Virginia,WV,2011,False,False,False,True
6050,Maryland,MD,2017,False,False,False,True
6086,Kansas,KS,2010,False,False,False,True
6120,Iowa,IA,2011,False,False,False,True
6144,Oregon,OR,2011,False,False,False,True
6145,Alaska,AK,2017,False,False,False,True
6176,Arizona,AZ,2014,False,False,False,True
6181,Nevada,NV,2017,False,False,False,True
6188,Oklahoma,OK,2014,False,False,False,True
6225,Indiana,IN,2016,False,False,False,True
6228,California,CA,2015,False,False,False,True
6232,Wyoming,WY,2014,False,False,False,True
6246,West Virginia,WV,2015,False,False,False,True
6249,Arkansas,AR,2015,False,False,False,True
6252,Kentucky,KY,2016,False,False,False,True
6275,Maryland,MD,2018,False,False,False,True
6285,Illinois,IL,2013,False,False,False,True
6296,Missouri,MO,2018,False,False,False,True
6306,Nevada,NV,2013,False,False,False,True
6314,North Carolina,NC,2010,False,False,False,True
6322,Maine,ME,2011,False,False,False,True
6333,Florida,FL,2014,False,False,False,True
6344,West Virginia,WV,2013,False,False,False,True
6350,Oregon,OR,2018,False,False,False,True
6358,Oklahoma,OK,2010,False,False,False,True
6376,Puerto Rico,PR,2017,False,False,False,True
6406,Kansas,KS,2014,False,False,False,True
6411,Texas,TX,2012,False,False,False,True
6433,Nevada,NV,2018,False,False,False,True
6439,North Carolina,NC,2014,False,False,False,True
6441,Oregon,OR,2016,False,False,False,True
6464,New Hampshire,NH,2014,False,False,False,True
6479,Washington,WA,2014,False,False,False,True
6516,Kentucky,KY,2012,False,False,False,True
6518,Maryland,MD,2012,False,False,False,True
6559,Minnesota,MN,2012,False,False,False,True
6562,California,CA,2011,False,False,False,True
6565,South Carolina,SC,2014,False,False,False,True
6571,Hawaii,HI,2017,False,False,False,True
6592,Pennsylvania,PA,2017,False,False,False,True
6601,Louisiana,LA,2012,False,False,False,True
6630,Nebraska,NE,2012,False,False,False,True
6642,Florida,FL,2010,False,False,False,True
6644,New Jersey,NJ,2018,False,False,False,True
6657,Wisconsin,WI,2017,False,False,False,True
6660,South Carolina,SC,2018,False,False,False,True
6664,New Mexico,NM,2014,False,False,False,True
6668,Georgia,GA,2015,False,False,False,True
6685,New Jersey,NJ,2012,False,False,False,True
6710,New Hampshire,NH,2010,False,False,False,True
6721,Arkansas,AR,2010,False,False,False,True
6722,District of Columbia,DC,2012,False,False,False,True
6725,Minnesota,MN,2017,False,False,False,True
6729,Louisiana,LA,2016,False,False,False,True
6730,South Dakota,SD,2011,False,False,False,True
6769,Massachusetts,MA,2017,False,False,False,True
6781,Rhode Island,RI,2010,False,False,False,True
6802,New York,NY,2010,False,False,False,True
6804,Oklahoma,OK,2015,False,False,False,True
6828,Mississippi,MS,2018,False,False,False,True
6833,District of Columbia,DC,2017,False,False,False,True
6834,Maine,ME,2018,False,False,False,True
6846,Michigan,MI,2015,False,False,False,True
6863,Wyoming,WY,2010,False,False,False,True
6907,Virginia,VA,2017,False,False,False,True
6914,Hawaii,HI,2014,False,False,False,True
6919,Michigan,MI,2012,False,False,False,True
6928,Maryland,MD,2013,False,False,False,True
6961,New Hampshire,NH,2018,False,False,False,True
6981,Vermont,VT,2012,False,False,False,True
6989,Alaska,AK,2013,False,False,False,True
7012,Delaware,DE,2018,False,False,False,True
7013,Maryland,MD,2017,False,False,False,True
7024,West Virginia,WV,2018,False,False,False,True
7043,Idaho,ID,2015,False,False,False,True
7087,Missouri,MO,2017,False,False,False,True
7088,Arkansas,AR,2011,False,False,False,True
7102,Ohio,OH,2012,False,False,False,True
7117,Colorado,CO,2016,False,False,False,True
7121,Indiana,IN,2011,False,False,False,True
7128,Connecticut,CT,2015,False,False,False,True
7131,Florida,FL,2015,False,False,False,True
7153,United States,US,2014,False,False,False,True
7165,North Dakota,ND,2015,False,False,False,True
7177,Pennsylvania,PA,2013,False,False,False,True
7192,Texas,TX,2013,False,False,False,True
7201,South Carolina,SC,2010,False,False,False,True
7210,North Carolina,NC,2016,False,False,False,True
7233,Connecticut,CT,2011,False,False,False,True
7238,Virginia,VA,2014,False,False,False,True
7252,North Dakota,ND,2011,False,False,False,True
7255,United States,US,2010,False,False,False,True
7294,Utah,UT,2017,False,False,False,True
7304,Nebraska,NE,2016,False,False,False,True
7318,Montana,MT,2014,False,False,False,True
7328,Michigan,MI,2013,False,False,False,True
7336,District of Columbia,DC,2013,False,False,False,True
7355,Alabama,AL,2018,False,False,False,True
7366,Rhode Island,RI,2013,False,False,False,True
7379,Alabama,AL,2016,False,False,False,True
7383,Georgia,GA,2011,False,False,False,True
7410,Maryland,MD,2016,False,False,False,True
7417,Idaho,ID,2018,False,False,False,True
7433,Texas,TX,2017,False,False,False,True
7451,Nevada,NV,2014,False,False,False,True
7468,New York,NY,2015,False,False,False,True
7487,Massachusetts,MA,2018,False,False,False,True
7490,Arizona,AZ,2011,False,False,False,True
7503,Illinois,IL,2016,False,False,False,True
7506,Colorado,CO,2011,False,False,False,True
7510,Oregon,OR,2013,False,False,False,True
7517,Iowa,IA,2016,False,False,False,True
7523,Utah,UT,2018,False,False,False,True
7537,New Jersey,NJ,2017,False,False,False,True
7549,Arkansas,AR,2014,False,False,False,True
7568,Wyoming,WY,2017,False,False,False,True
7588,Oklahoma,OK,2011,False,False,False,True
7598,Wisconsin,WI,2013,False,False,False,True
7623,Texas,TX,2011,False,False,False,True
7626,Colorado,CO,2015,False,False,False,True
7641,Vermont,VT,2016,False,False,False,True
7656,Idaho,ID,2011,False,False,False,True
7672,Washington,WA,2010,False,False,False,True
7685,Colorado,CO,2012,False,False,False,True
7708,Idaho,ID,2016,False,False,False,True
7745,Indiana,IN,2012,False,False,False,True
7765,South Dakota,SD,2016,False,False,False,True
7773,Oregon,OR,2016,False,False,False,True
7777,Nevada,NV,2018,False,False,False,True
7820,Nevada,NV,2015,False,False,False,True
7832,Idaho,ID,2013,False,False,False,True
7835,Washington,WA,2016,False,False,False,True
7863,Louisiana,LA,2017,False,False,False,True
7879,Maine,ME,2014,False,False,False,True
7901,Nebraska,NE,2012,False,False,False,True
7922,Rhode Island,RI,2015,False,False,False,True
7926,Virginia,VA,2013,False,False,False,True
7927,New Jersey,NJ,2016,False,False,False,True
7955,Nebraska,NE,2011,False,False,False,True
7958,Massachusetts,MA,2011,False,False,False,True
7959,Michigan,MI,2010,False,False,False,True
8000,California,CA,2016,False,False,False,True
8003,Wyoming,WY,2016,False,False,False,True
8008,Maine,ME,2010,False,False,False,True
8028,Oklahoma,OK,2013,False,False,False,True
8033,Utah,UT,2014,False,False,False,True
8034,Arkansas,AR,2011,False,False,False,True
8037,District of Columbia,DC,2018,False,False,False,True
8077,Vermont,VT,2017,False,False,False,True
8084,New Jersey,NJ,2012,False,False,False,True
8105,Louisiana,LA,2015,False,False,False,True
8127,Ohio,OH,2018,False,False,False,True
8131,Indiana,IN,2013,False,False,False,True
8132,Hawaii,HI,2014,False,False,False,True
8134,Colorado,CO,2017,False,False,False,True
8143,New Mexico,NM,2011,False,False,False,True
8198,Maryland,MD,2015,False,False,False,True
8214,Texas,TX,2012,False,False,False,True
8215,New Mexico,NM,2015,False,False,False,True
8301,Hawaii,HI,2011,False,False,False,True
8316,Maine,ME,2011,False,False,False,True
8334,South Carolina,SC,2017,False,False,False,True
8338,Iowa,IA,2012,False,False,False,True
8339,Pennsylvania,PA,2016,False,False,False,True
8340,Oregon,OR,2017,False,False,False,True
8358,California,CA,2012,False,False,False,True
8392,Washington,WA,2012,False,False,False,True
8425,Connecticut,CT,2018,False,False,False,True
8442,Vermont,VT,2013,False,False,False,True
8453,North Carolina,NC,2017,False,False,False,True
8488,Indiana,IN,2017,False,False,False,True
8504,Alaska,AK,2012,False,False,False,True
8536,Delaware,DE,2013,False,False,False,True
8541,Alaska,AK,2016,False,False,False,True
8545,Maryland,MD,2011,False,False,False,True
8560,Tennessee,TN,2011,False,False,False,True
8594,North Dakota,ND,2016,False,False,False,True
8634,South Carolina,SC,2010,False,False,False,True
8640,Pennsylvania,PA,2018,False,False,False,True
8644,Florida,FL,2013,False,False,False,True
8652,Alabama,AL,2012,False,False,False,True
8680,Connecticut,CT,2012,False,False,False,True
8690,Michigan,MI,2013,False,False,False,True
8706,Nebraska,NE,2016,False,False,False,True
8709,Idaho,ID,2014,False,False,False,True
8715,Colorado,CO,2018,False,False,False,True
8731,South Carolina,SC,2014,False,False,False,True
8762,Nebraska,NE,2015,False,False,False,True
8773,North Carolina,NC,2015,False,False,False,True
8792,Georgia,GA,2010,False,False,False,True
8814,New Hampshire,NH,2013,False,False,False,True
8832,United States,US,2013,False,False,False,True
8834,Utah,UT,2018,False,False,False,True
8882,West Virginia,WV,2015,False,False,False,True
8889,Delaware,DE,2016,False,False,False,True
8895,Idaho,ID,2017,False,False,False,True
8899,Kentucky,KY,2013,False,False,False,True
8917,Louisiana,LA,2011,False,False,False,True
8939,Mississippi,MS,2017,False,False,False,True
8949,Wisconsin,WI,2016,False,False,False,True
8967,Oregon,OR,2010,False,False,False,True
8970,South Dakota,SD,2012,False,False,False,True
8978,Mississippi,MS,2011,False,False,False,True
8981,United States,US,2016,False,False,False,True
8985,Pennsylvania,PA,2012,False,False,False,True
8995,South Dakota,SD,2010,False,False,False,True
8997,Georgia,GA,2014,False,False,False,True
9009,Mississippi,MS,2017,False,False,False,True
9014,Ohio,OH,2012,False,False,False,True
9065,Wisconsin,WI,2012,False,False,False,True
9066,West Virginia,WV,2017,False,False,False,True
9081,South Dakota,SD,2015,False,False,False,True
9107,District of Columbia,DC,2012,False,False,False,True
9143,Alabama,AL,2010,False,False,False,True
9161,Idaho,ID,2012,False,False,False,True
9178,Kentucky,KY,2010,False,False,False,True
9185,District of Columbia,DC,2016,False,False,False,True
9186,Tennessee,TN,2015,False,False,False,True
9193,Maine,ME,2015,False,False,False,True
9233,Puerto Rico,PR,2010,False,False,False,True
9242,Wyoming,WY,2018,False,False,False,True
9275,Texas,TX,2016,False,False,False,True
9312,Massachusetts,MA,2016,False,False,False,True
9316,Oklahoma,OK,2017,False,False,False,True
9320,California,CA,2010,False,False,False,True
9367,Nevada,NV,2012,False,False,False,True
9389,Arkansas,AR,2015,False,False,False,True
9441,Rhode Island,RI,2016,False,False,False,True
9451,Indiana,IN,2018,False,False,False,True
9458,North Dakota,ND,2012,False,False,False,True
9504,Alabama,AL,2015,False,False,False,True
9511,Connecticut,CT,2016,False,False,False,True
9527,Vermont,VT,2018,False,False,False,True
9531,New Hampshire,NH,2017,False,False,False,True
9560,Kentucky,KY,2017,False,False,False,True
9574,Montana,MT,2015,False,False,False,True
9575,Wyoming,WY,2011,False,False,False,True
9583,Idaho,ID,2010,False,False,False,True
9588,Puerto Rico,PR,2013,False,False,False,True
9591,Utah,UT,2010,False,False,False,True
9593,Illinois,IL,2015,False,False,False,True
9608,Ohio,OH,2016,False,False,False,True
9638,Arizona,AZ,2013,False,False,False,True
9658,Colorado,CO,2013,False,False,False,True
9659,North Carolina,NC,2011,False,False,False,True
9665,Pennsylvania,PA,2015,False,False,False,True
9688,Florida,FL,2012,False,False,False,True
9689,Virginia,VA,2018,False,False,False,True
9699,Nevada,NV,2016,False,False,False,True
9711,Illinois,IL,2018,False,False,False,True
9728,Maryland,MD,2014,False,False,False,True
9733,United States,US,2011,False,False,False,True
9748,Hawaii,HI,2010,False,False,False,True
9771,Nebraska,NE,2010,False,False,False,True
9784,Missouri,MO,2015,False,False,False,True
9837,Kansas,KS,2012,False,False,False,True
9866,Kansas,KS,2018,False,False,False,True
9890,New Mexico,NM,2016,False,False,False,True
9899,North Carolina,NC,2012,False,False,False,True
9936,Wyoming,WY,2015,False,False,False,True
9955,Montana,MT,2013,False,False,False,True
9958,Arkansas,AR,2013,False,False,False,True
9967,Alaska,AK,2015,False,False,False,True
9983,Utah,UT,2013,False,False,False,True
9990,Arizona,AZ,2018,False,False,False,True
9995,Nevada,NV,2011,False,False,False,True
10014,Florida,FL,2017,False,False,False,True
10032,Indiana,IN,2014,False,False,False,True
10033,Arizona,AZ,2017,False,False,False,True
10042,Alaska,AK,2011,False,False,False,True
10070,Vermont,VT,2015,False,False,False,True
10088,Washington,WA,2018,False,False,False,True
10103,Montana,MT,2016,False,False,False,True
10113,Kansas,KS,2012,False,False,False,True
10125,Kansas,KS,2011,False,False,False,True
10130,Idaho,ID,2014,False,False,False,True
10156,Vermont,VT,2011,False,False,False,True
10168,Kansas,KS,2016,False,False,False,True
10183,Louisiana,LA,2010,False,False,False,True
10207,West Virginia,WV,2013,False,False,False,True
10217,Louisiana,LA,2014,False,False,False,True
10254,Maine,ME,2016,False,False,False,True
10271,Arkansas,AR,2018,False,False,False,True
10275,Hawaii,HI,2015,False,False,False,True
10293,Mississippi,MS,2013,False,False,False,True
10296,Arkansas,AR,2017,False,False,False,True
10354,Mississippi,MS,2013,False,False,False,True
10385,Iowa,IA,2011,False,False,False,True
10386,West Virginia,WV,2011,False,False,False,True
10395,Connecticut,CT,2017,False,False,False,True
10411,Oklahoma,OK,2012,False,False,False,True
10446,Connecticut,CT,2013,False,False,False,True
10452,Rhode Island,RI,2012,False,False,False,True
10458,Michigan,MI,2017,False,False,False,True
10494,Montana,MT,2011,False,False,False,True
10495,New Mexico,NM,2012,False,False,False,True
10500,District of Columbia,DC,2010,False,False,False,True
10506,California,CA,2013,False,False,False,True
10547,Washington,WA,2013,False,False,False,True
10550,New Jersey,NJ,2014,False,False,False,True
10558,Kentucky,KY,2014,False,False,False,True
10561,Delaware,DE,2012,False,False,False,True
10562,South Dakota,SD,2014,False,False,False,True
10564,North Dakota,ND,2017,False,False,False,True
10567,Maryland,MD,2010,False,False,False,True
10615,District of Columbia,DC,2014,False,False,False,True
10623,New York,NY,2015,False,False,False,True
10643,Georgia,GA,2017,False,False,False,True
10658,Texas,TX,2011,False,False,False,True
10670,Alabama,AL,2011,False,False,False,True
10716,Michigan,MI,2014,False,False,False,True
10725,New Hampshire,NH,2012,False,False,False,True
10738,Iowa,IA,2014,False,False,False,True
10745,United States,US,2012,False,False,False,True
10765,Hawaii,HI,2013,False,False,False,True
10768,Minnesota,MN,2011,False,False,False,True
10776,Maine,ME,2012,False,False,False,True
10811,Arkansas,AR,2016,False,False,False,True
10852,North Carolina,NC,2018,False,False,False,True
10871,Wisconsin,WI,2015,False,False,False,True
10883,Georgia,GA,2018,False,False,False,True
10885,Alaska,AK,2018,False,False,False,True
10893,Louisiana,LA,2018,False,False,False,True
10896,Puerto Rico,PR,2014,False,False,False,True
10916,Oklahoma,OK,2018,False,False,False,True
10965,Wisconsin,WI,2011,False,False,False,True
11008,Nebraska,NE,2014,False,False,False,True
11024,New Mexico,NM,2017,False,False,False,True
11042,New York,NY,2011,False,False,False,True
11054,Ohio,OH,2011,False,False,False,True
11071,California,CA,2018,False,False,False,True
11121,Kansas,KS,2015,False,False,False,True
11130,Puerto Rico,PR,2011,False,False,False,True
11153,Minnesota,MN,2018,False,False,False,True
11199,Illinois,IL,2014,False,False,False,True
11227,Massachusetts,MA,2015,False,False,False,True
11230,Minnesota,MN,2015,False,False,False,True
11248,Texas,TX,2015,False,False,False,True
11252,Connecticut,CT,2018,False,False,False,True
11272,Virginia,VA,2012,False,False,False,True
11288,New Hampshire,NH,2016,False,False,False,True
11298,North Dakota,ND,2013,False,False,False,True
11312,California,CA,2017,False,False,False,True
11314,Illinois,IL,2010,False,False,False,True
11328,Washington,WA,2017,False,False,False,True
11333,Florida,FL,2018,False,False,False,True
11345,Delaware,DE,2013,False,False,False,True
11348,Wyoming,WY,2012,False,False,False,True
11356,Colorado,CO,2014,False,False,False,True
11371,Ohio,OH,2015,False,False,False,True
11391,Iowa,IA,2010,False,False,False,True
11392,Virginia,VA,2016,False,False,False,True
11393,Oklahoma,OK,2016,False,False,False,True
11395,Missouri,MO,2011,False,False,False,True
11405,Hawaii,HI,2018,False,False,False,True
11411,Pennsylvania,PA,2011,False,False,False,True
11425,Texas,TX,2018,False,False,False,True
11463,Georgia,GA,2013,False,False,False,True
11488,Puerto Rico,PR,2012,False,False,False,True
11536,Washington,WA,2014,False,False,False,True
11547,Kansas,KS,2013,False,False,False,True
11552,Iowa,IA,2016,False,False,False,True
11559,Vermont,VT,2011,False,False,False,True
11566,Hawaii,HI,2015,False,False,False,True
11574,Montana,MT,2017,False,False,False,True
11585,California,CA,2011,False,False,False,True
11599,New Mexico,NM,2013,False,False,False,True
11624,Rhode Island,RI,2013,False,False,False,True
11658,North Carolina,NC,2013,False,False,False,True
11660,Nevada,NV,2014,False,False,False,True
11663,Tennessee,TN,2016,False,False,False,True
11678,United States,US,2012,False,False,False,True
11690,Minnesota,MN,2016,False,False,False,True
11703,Massachusetts,MA,2010,False,False,False,True
11705,Georgia,GA,2018,False,False,False,True
11722,New Mexico,NM,2015,False,False,False,True
11741,Missouri,MO,2016,False,False,False,True
11761,Rhode Island,RI,2011,False,False,False,True
11780,Oregon,OR,2012,False,False,False,True
11811,Connecticut,CT,2017,False,False,False,True
11818,Alaska,AK,2010,False,False,False,True
11832,Oklahoma,OK,2011,False,False,False,True
11846,Montana,MT,2012,False,False,False,True
11861,Michigan,MI,2017,False,False,False,True
11866,Maine,ME,2012,False,False,False,True
11871,Alaska,AK,2014,False,False,False,True
11890,Ohio,OH,2017,False,False,False,True
11900,Florida,FL,2011,False,False,False,True
11918,Virginia,VA,2011,False,False,False,True
11937,Illinois,IL,2012,False,False,False,True
11941,Washington,WA,2010,False,False,False,True
11943,New Jersey,NJ,2014,False,False,False,True
11967,Oklahoma,OK,2015,False,False,False,True
11971,Maine,ME,2016,False,False,False,True
11982,Arkansas,AR,2012,False,False,False,True
11998,Indiana,IN,2015,False,False,False,True
12004,Pennsylvania,PA,2018,False,False,False,True
12031,Virginia,VA,2015,False,False,False,True
12051,Massachusetts,MA,2014,False,False,False,True
12052,Massachusetts,MA,2013,False,False,False,True
12074,New Hampshire,NH,2015,False,False,False,True
12080,Kentucky,KY,2018,False,False,False,True
12087,Arkansas,AR,2016,False,False,False,True
12111,West Virginia,WV,2012,False,False,False,True
12115,Wisconsin,WI,2018,False,False,False,True
12135,Hawaii,HI,2016,False,False,False,True
12153,West Virginia,WV,2012,False,False,False,True
12161,Maine,ME,2017,False,False,False,True
12202,New Hampshire,NH,2011,False,False,False,True
12210,Wyoming,WY,2013,False,False,False,True
12250,Mississippi,MS,2014,False,False,False,True
12256,Nevada,NV,2017,False,False,False,True
12271,Montana,MT,2010,False,False,False,True
12281,New Mexico,NM,2018,False,False,False,True
12308,West Virginia,WV,2014,False,False,False,True
12315,Mississippi,MS,2012,False,False,False,True
12325,New Mexico,NM,2011,False,False,False,True
12326,California,CA,2015,False,False,False,True
12359,South Carolina,SC,2012,False,False,False,True
12402,Louisiana,LA,2013,False,False,False,True
12425,Vermont,VT,2015,False,False,False,True
12453,Oklahoma,OK,2014,False,False,False,True
12455,South Dakota,SD,2013,False,False,False,True
12505,Alabama,AL,2012,False,False,False,True
12548,Kentucky,KY,2015,False,False,False,True
12553,Kentucky,KY,2015,False,False,False,True
12554,Georgia,GA,2012,False,False,False,True
12567,New York,NY,2016,False,False,False,True
12615,North Dakota,ND,2010,False,False,False,True
12617,Missouri,MO,2012,False,False,False,True
12637,Connecticut,CT,2010,False,False,False,True
12641,Maryland,MD,2016,False,False,False,True
12652,Maine,ME,2013,False,False,False,True
12680,Minnesota,MN,2012,False,False,False,True
12687,North Dakota,ND,2014,False,False,False,True
12690,Wisconsin,WI,2014,False,False,False,True
12694,Kansas,KS,2016,False,False,False,True
12697,Maryland,MD,2012,False,False,False,True
12706,New York,NY,2012,False,False,False,True
12739,Colorado,CO,2015,False,False,False,True
12778,Idaho,ID,2016,False,False,False,True
12800,Arizona,AZ,2010,False,False,False,True
12861,Texas,TX,2014,False,False,False,True
12875,Kentucky,KY,2011,False,False,False,True
12890,Pennsylvania,PA,2010,False,False,False,True
12901,Indiana,IN,2010,False,False,False,True
12909,Georgia,GA,2016,False,False,False,True
12935,New Hampshire,NH,2018,False,False,False,True
12943,Colorado,CO,2010,False,False,False,True
12946,South Dakota,SD,2018,False,False,False,True
12994,Pennsylvania,PA,2014,False,False,False,True
13006,Wisconsin,WI,2010,False,False,False,True
13013,Minnesota,MN,2018,False,False,False,True
13018,New York,NY,2018,False,False,False,True
13030,Idaho,ID,2015,False,False,False,True
13053,South Dakota,SD,2017,False,False,False,True
13076,Oregon,OR,2014,False,False,False,True
13092,Mississippi,MS,2015,False,False,False,True
13106,New Jersey,NJ,2018,False,False,False,True
13124,Missouri,MO,2017,False,False,False,True
13143,Nebraska,NE,2018,False,False,False,True
13149,Illinois,IL,2011,False,False,False,True
13158,Florida,FL,2015,False,False,False,True
13164,Connecticut,CT,2014,False,False,False,True
13180,Oklahoma,OK,2010,False,False,False,True
13247,Illinois,IL,2017,False,False,False,True
13248,Vermont,VT,2010,False,False,False,True
13262,Nevada,NV,2013,False,False,False,True
13263,Alabama,AL,2017,False,False,False,True
13284,Idaho,ID,2010,False,False,False,True
13313,Idaho,ID,2012,False,False,False,True
13327,Michigan,MI,2012,False,False,False,True
13336,Utah,UT,2017,False,False,False,True
13353,Puerto Rico,PR,2017,False,False,False,True
13385,Rhode Island,RI,2014,False,False,False,True
13410,New Hampshire,NH,2014,False,False,False,True
13413,Massachusetts,MA,2012,False,False,False,True
13421,Alabama,AL,2018,False,False,False,True
13428,Utah,UT,2011,False,False,False,True
13444,Oregon,OR,2015,False,False,False,True
13456,Massachusetts,MA,2018,False,False,False,True
13494,Colorado,CO,2011,False,False,False,True
13505,Iowa,IA,2015,False,False,False,True
13519,Arizona,AZ,2015,False,False,False,True
13522,Oregon,OR,2013,False,False,False,True
13558,New Jersey,NJ,2017,False,False,False,True
13569,Illinois,IL,2016,False,False,False,True
13576,Pennsylvania,PA,2017,False,False,False,True
13590,Delaware,DE,2014,False,False,False,True
13591,Vermont,VT,2016,False,False,False,True
13603,Minnesota,MN,2017,False,False,False,True
13625,United States,US,2016,False,False,False,True
13638,Nebraska,NE,2011,False,False,False,True
13645,New Jersey,NJ,2013,False,False,False,True
13652,Arizona,AZ,2011,False,False,False,True
13659,Florida,FL,2010,False,False,False,True
13666,New Mexico,NM,2014,False,False,False,True
13669,Washington,WA,2015,False,False,False,True
13677,Massachusetts,MA,2017,False,False,False,True
13693,Arkansas,AR,2018,False,False,False,True
13712,Louisiana,LA,2016,False,False,False,True
13725,Rhode Island,RI,2010,False,False,False,True
13756,District of Columbia,DC,2017,False,False,False,True
13792,California,CA,2014,False,False,False,True
13793,Rhode Island,RI,2018,False,False,False,True
13808,Indiana,IN,2012,False,False,False,True
13848,Virginia,VA,2010,False,False,False,True
13883,South Carolina,SC,2013,False,False,False,True
13914,Michigan,MI,2016,False,False,False,True
13923,Alaska,AK,2013,False,False,False,True
13932,Vermont,VT,2012,False,False,False,True
14002,Puerto Rico,PR,2018,False,False,False,True
14007,Washington,WA,2011,False,False,False,True
14010,South Carolina,SC,2016,False,False,False,True
14029,Iowa,IA,2018,False,False,False,True
14038,Indiana,IN,2011,False,False,False,True
14040,Alaska,AK,2017,False,False,False,True
14050,Tennessee,TN,2010,False,False,False,True
14067,Florida,FL,2016,False,False,False,True
14096,North Dakota,ND,2015,False,False,False,True
14099,Mississippi,MS,2011,False,False,False,True
14109,Missouri,MO,2018,False,False,False,True
14122,North Carolina,NC,2016,False,False,False,True
14145,Alabama,AL,2013,False,False,False,True
14166,Hawaii,HI,2012,False,False,False,True
14174,Connecticut,CT,2011,False,False,False,True
14175,Maine,ME,2010,False,False,False,True
14191,Virginia,VA,2014,False,False,False,True
14235,Illinois,IL,2013,False,False,False,True
14255,Florida,FL,2014,False,False,False,True
14266,United States,US,2018,False,False,False,True
14278,North Carolina,NC,2014,False,False,False,True
14282,Louisiana,LA,2012,False,False,False,True
14286,Utah,UT,2015,False,False,False,True
14348,New York,NY,2017,False,False,False,True
14353,Georgia,GA,2011,False,False,False,True
14358,Delaware,DE,2010,False,False,False,True
14384,Delaware,DE,2017,False,False,False,True
14393,Kentucky,KY,2012,False,False,False,True
14395,Minnesota,MN,2013,False,False,False,True
14424,Wisconsin,WI,2013,False,False,False,True
14463,Hawaii,HI,2011,False,False,False,True
14512,Wyoming,WY,2017,False,False,False,True
14533,United States,US,2017,False,False,False,True
14545,South Carolina,SC,2018,False,False,False,True
14552,Georgia,GA,2015,False,False,False,True
14561,Wisconsin,WI,2017,False,False,False,True
14564,New Mexico,NM,2010,False,False,False,True
14577,Idaho,ID,2011,False,False,False,True
14583,New Hampshire,NH,2010,False,False,False,True
14586,South Dakota,SD,2011,False,False,False,True
14599,Tennessee,TN,2014,False,False,False,True
14604,Texas,TX,2010,False,False,False,True
14646,Delaware,DE,2011,False,False,False,True
14653,New Jersey,NJ,2011,False,False,False,True
14657,Wyoming,WY,2010,False,False,False,True
14672,Kansas,KS,2017,False,False,False,True
14673,Michigan,MI,2015,False,False,False,True
14689,Tennessee,TN,2017,False,False,False,True
14715,Mississippi,MS,2018,False,False,False,True
14721,Kentucky,KY,2011,False,False,False,True
14742,West Virginia,WV,2016,False,False,False,True
14753,South Dakota,SD,2016,False,False,False,True
14775,Michigan,MI,2018,False,False,False,True
14804,Nevada,NV,2010,False,False,False,True
14831,Missouri,MO,2013,False,False,False,True
14837,Utah,UT,2016,False,False,False,True
14846,Maine,ME,2014,False,False,False,True
14898,North Dakota,ND,2018,False,False,False,True
14913,West Virginia,WV,2018,False,False,False,True
14916,Rhode Island,RI,2017,False,False,False,True
14920,New York,NY,2013,False,False,False,True
14941,Alabama,AL,2010,False,False,False,True
14958,Puerto Rico,PR,2018,False,False,False,True
14969,Mississippi,MS,2016,False,False,False,True
14982,Oregon,OR,2018,False,False,False,True
