,state,stateabb,year,binge_all,binge_male,binge_female,poverty
424738,Nebraska,NE,2018,True,True,False,False
424750,Maryland,MD,2013,True,False,True,False
424754,New Mexico,NM,2017,True,False,True,False
424757,Utah,UT,2015,True,True,False,False
424763,Nebraska,NE,2011,True,False,True,False
424764,Utah,UT,2013,True,True,False,False
424771,Virgin Islands,VI,2013,True,True,False,False
424782,North Carolina,NC,2012,True,True,False,False
424792,New Jersey,NJ,2015,True,False,True,False
424794,Mississippi,MS,2014,True,True,False,False
424809,Maine,ME,2017,True,True,False,False
424813,Tennessee,TN,2016,True,True,False,False
424837,Wisconsin,WI,2016,True,False,True,False
424849,New York,NY,2011,True,True,False,False
424869,Maryland,MD,2011,True,False,True,False
424906,Nevada,NV,2017,True,True,False,False
424920,South Carolina,SC,2018,True,True,False,False
424927,New Jersey,NJ,2017,True,False,True,False
424950,Montana,MT,2018,True,False,True,False
424957,Missouri,MO,2011,True,True,False,False
424962,Nevada,NV,2011,True,True,False,False
424983,Texas,TX,2012,True,False,True,False
425007,South Carolina,SC,2011,True,False,True,False
425014,Nevada,NV,2014,True,True,False,False
425033,New Mexico,NM,2011,True,False,True,False
425069,Virgin Islands,VI,2019,True,True,False,False
425075,Oklahoma,OK,2014,True,False,True,False
425081,Minnesota,MN,2014,True,True,False,False
425086,Massachusetts,MA,2019,True,True,False,False
425090,Texas,TX,2014,True,True,False,False
425093,North Dakota,ND,2017,True,False,True,False
425097,Michigan,MI,2015,True,False,True,False
425131,Wisconsin,WI,2015,True,False,True,False
425139,North Carolina,NC,2014,True,True,False,False
425149,Mississippi,MS,2012,True,True,False,False
425159,Maine,ME,2019,True,True,False,False
425182,Texas,TX,2016,True,True,False,False
425197,Nevada,NV,2014,True,False,True,False
425201,Michigan,MI,2012,True,True,False,False
425209,Rhode Island,RI,2016,True,True,False,False
425235,West Virginia,WV,2019,True,False,True,False
425243,Missouri,MO,2018,True,True,False,False
425244,Louisiana,LA,2013,True,True,False,False
425245,New Jersey,NJ,2011,True,True,False,False
425260,North Dakota,ND,2015,True,False,True,False
425274,New Mexico,NM,2015,True,False,True,False
425318,Tennessee,TN,2019,True,False,True,False
425331,Maine,ME,2011,True,False,True,False
425341,Nevada,NV,2012,True,True,False,False
425356,Rhode Island,RI,2013,True,False,True,False
425359,Ohio,OH,2017,True,True,False,False
425361,West Virginia,WV,2017,True,False,True,False
425374,New Mexico,NM,2013,True,False,True,False
425423,Maine,ME,2018,True,False,True,False
425428,United States,US,2015,True,False,True,False
425436,Ohio,OH,2019,True,True,False,False
425437,Texas,TX,2018,True,True,False,False
425444,Nevada,NV,2019,True,True,False,False
425455,Wisconsin,WI,2012,True,False,True,False
425471,West Virginia,WV,2012,True,False,True,False
425477,Rhode Island,RI,2015,True,False,True,False
425482,South Carolina,SC,2016,True,True,False,False
425489,Texas,TX,2015,True,False,True,False
425517,Wisconsin,WI,2018,True,False,True,False
425538,Maryland,MD,2015,True,False,True,False
425549,Rhode Island,RI,2018,True,False,True,False
425561,United States,US,2013,True,True,False,False
425590,South Dakota,SD,2014,True,True,False,False
425600,Tennessee,TN,2015,True,True,False,False
425601,Wyoming,WY,2013,True,False,True,False
425617,Oklahoma,OK,2018,True,False,True,False
425618,Maryland,MD,2018,True,False,True,False
425622,Pennsylvania,PA,2015,True,True,False,False
425626,Michigan,MI,2017,True,False,True,False
425630,South Carolina,SC,2019,True,False,True,False
425650,Oregon,OR,2017,True,True,False,False
425652,Pennsylvania,PA,2013,True,True,False,False
425667,Louisiana,LA,2011,True,False,True,False
425670,Washington,WA,2016,True,True,False,False
425681,South Carolina,SC,2015,True,False,True,False
425690,Oregon,OR,2013,True,False,True,False
425701,Minnesota,MN,2017,True,True,False,False
425741,Virgin Islands,VI,2011,True,True,False,False
425799,Virginia,VA,2015,True,True,False,False
425807,Minnesota,MN,2011,True,False,True,False
425816,Minnesota,MN,2019,True,True,False,False
425818,Minnesota,MN,2016,True,True,False,False
425824,Michigan,MI,2018,True,False,True,False
425860,Oregon,OR,2014,True,False,True,False
425868,Nebraska,NE,2016,True,True,False,False
425875,Louisiana,LA,2017,True,False,True,False
425887,Tennessee,TN,2018,True,False,True,False
425927,Wyoming,WY,2019,True,False,True,False
425944,Oklahoma,OK,2016,True,False,True,False
425948,Montana,MT,2014,True,True,False,False
425953,Oregon,OR,2015,True,True,False,False
425959,New York,NY,2017,True,False,True,False
425965,Louisiana,LA,2011,True,True,False,False
425980,South Carolina,SC,2013,True,False,True,False
425983,Washington,WA,2014,True,True,False,False
425987,Louisiana,LA,2014,True,False,True,False
425989,Maryland,MD,2016,True,False,True,False
426002,Virgin Islands,VI,2015,True,True,False,False
426010,New Jersey,NJ,2013,True,True,False,False
426029,Kentucky,KY,2019,True,False,True,False
426042,Texas,TX,2019,True,False,True,False
426045,Louisiana,LA,2013,True,False,True,False
426057,Virginia,VA,2019,True,True,False,False
426063,North Dakota,ND,2011,True,False,True,False
426065,New Hampshire,NH,2017,True,True,False,False
426073,Rhode Island,RI,2011,True,True,False,False
426079,United States,US,2015,True,False,True,False
426081,Oregon,OR,2019,True,True,False,False
426085,Montana,MT,2017,True,False,True,False
426091,Nebraska,NE,2014,True,True,False,False
426146,Virginia,VA,2018,True,True,False,False
426158,Washington,WA,2012,True,True,False,False
426164,Pennsylvania,PA,2013,True,False,True,False
426166,Pennsylvania,PA,2017,True,True,False,False
426171,United States,US,2019,True,True,False,False
426191,Tennessee,TN,2018,True,True,False,False
426200,Montana,MT,2015,True,False,True,False
426203,Virgin Islands,VI,2013,True,False,True,False
426220,North Dakota,ND,2018,True,True,False,False
426221,Oregon,OR,2011,True,False,True,False
426235,Utah,UT,2012,True,False,True,False
426244,New York,NY,2012,True,False,True,False
426261,New York,NY,2019,True,False,True,False
426274,Tennessee,TN,2017,True,True,False,False
426281,Mississippi,MS,2013,True,False,True,False
426308,Montana,MT,2016,True,True,False,False
426331,Ohio,OH,2011,True,True,False,False
426338,South Carolina,SC,2018,True,False,True,False
426345,New Hampshire,NH,2013,True,False,True,False
426347,South Dakota,SD,2012,True,True,False,False
426369,Texas,TX,2017,True,False,True,False
426376,North Dakota,ND,2013,True,False,True,False
426406,New Hampshire,NH,2015,True,True,False,False
426413,Louisiana,LA,2015,True,False,True,False
426436,Montana,MT,2012,True,True,False,False
426443,North Dakota,ND,2012,True,True,False,False
426458,North Carolina,NC,2019,True,False,True,False
426464,United States,US,2014,True,False,True,False
426466,Maine,ME,2012,True,True,False,False
426478,New York,NY,2016,True,False,True,False
426490,Maryland,MD,2017,True,False,True,False
426491,Oklahoma,OK,2015,True,False,True,False
426497,Virgin Islands,VI,2017,True,False,True,False
426503,Guam,GU,2017,True,True,False,False
426521,Ohio,OH,2015,True,True,False,False
426541,Maine,ME,2014,True,True,False,False
426545,New York,NY,2018,True,False,True,False
426555,Utah,UT,2014,True,False,True,False
426566,South Carolina,SC,2014,True,False,True,False
426568,North Carolina,NC,2013,True,False,True,False
426574,Virgin Islands,VI,2019,True,False,True,False
426588,New Mexico,NM,2011,True,False,True,False
426590,Pennsylvania,PA,2016,True,True,False,False
426604,North Dakota,ND,2017,True,False,True,False
426613,Nevada,NV,2018,True,False,True,False
426626,Oregon,OR,2012,True,False,True,False
426629,South Carolina,SC,2017,True,False,True,False
426639,Guam,GU,2011,True,False,True,False
426641,Tennessee,TN,2013,True,True,False,False
426646,Pennsylvania,PA,2011,True,True,False,False
426648,South Dakota,SD,2016,True,True,False,False
426659,Wyoming,WY,2015,True,True,False,False
426674,South Carolina,SC,2016,True,False,True,False
426686,Pennsylvania,PA,2014,True,True,False,False
426687,North Carolina,NC,2015,True,False,True,False
426698,North Carolina,NC,2018,True,True,False,False
426702,Maine,ME,2015,True,False,True,False
426712,Nevada,NV,2016,True,False,True,False
426717,Maryland,MD,2014,True,True,False,False
426727,Massachusetts,MA,2018,True,False,True,False
426729,New Hampshire,NH,2018,True,True,False,False
426735,United States,US,2016,True,True,False,False
426744,Virginia,VA,2016,True,True,False,False
426748,Wisconsin,WI,2017,True,True,False,False
426753,Oregon,OR,2016,True,False,True,False
426755,New Jersey,NJ,2012,True,True,False,False
426786,Louisiana,LA,2012,True,False,True,False
426799,Virginia,VA,2017,True,True,False,False
426806,Wyoming,WY,2013,True,True,False,False
426824,Virgin Islands,VI,2019,True,True,False,False
426830,North Dakota,ND,2014,True,True,False,False
426835,West Virginia,WV,2013,True,False,True,False
426839,New Hampshire,NH,2016,True,True,False,False
426842,Rhode Island,RI,2012,True,True,False,False
426858,United States,US,2011,True,False,True,False
426865,Michigan,MI,2011,True,False,True,False
426868,Oregon,OR,2018,True,False,True,False
426871,Puerto Rico,PR,2014,True,True,False,False
426888,Virginia,VA,2014,True,True,False,False
426898,Montana,MT,2019,True,True,False,False
426908,Montana,MT,2011,True,False,True,False
426910,Mississippi,MS,2011,True,True,False,False
426929,Wyoming,WY,2015,True,False,True,False
426930,Washington,WA,2011,True,True,False,False
426932,Wyoming,WY,2011,True,True,False,False
426934,Minnesota,MN,2015,True,True,False,False
426935,North Carolina,NC,2011,True,False,True,False
426984,Michigan,MI,2013,True,False,True,False
426987,Oklahoma,OK,2019,True,False,True,False
426992,Minnesota,MN,2012,True,False,True,False
426993,Nebraska,NE,2012,True,True,False,False
427008,Minnesota,MN,2018,True,True,False,False
427011,Virginia,VA,2014,True,False,True,False
427015,North Carolina,NC,2019,True,True,False,False
427021,Massachusetts,MA,2016,True,False,True,False
427022,North Dakota,ND,2012,True,False,True,False
427031,Guam,GU,2011,True,True,False,False
427041,Louisiana,LA,2016,True,False,True,False
427079,Michigan,MI,2019,True,False,True,False
427091,North Carolina,NC,2016,True,True,False,False
427094,Wyoming,WY,2017,True,True,False,False
427122,Guam,GU,2015,True,True,False,False
427125,Missouri,MO,2019,True,True,False,False
427144,Louisiana,LA,2015,True,True,False,False
427150,New Jersey,NJ,2018,True,False,True,False
427177,Pennsylvania,PA,2019,True,True,False,False
427184,Maine,ME,2016,True,True,False,False
427188,North Dakota,ND,2016,True,True,False,False
427189,Pennsylvania,PA,2012,True,True,False,False
427204,South Dakota,SD,2018,True,True,False,False
427218,Oregon,OR,2018,True,True,False,False
427237,Tennessee,TN,2011,True,True,False,False
427259,Virgin Islands,VI,2015,True,False,True,False
427262,Oklahoma,OK,2013,True,False,True,False
427270,Wyoming,WY,2017,True,False,True,False
427282,Puerto Rico,PR,2012,True,True,False,False
427284,North Carolina,NC,2017,True,False,True,False
427292,Louisiana,LA,2019,True,True,False,False
427302,Maine,ME,2013,True,False,True,False
427315,Maryland,MD,2012,True,True,False,False
427328,Oregon,OR,2016,True,True,False,False
427341,Oklahoma,OK,2017,True,False,True,False
427350,Wisconsin,WI,2015,True,True,False,False
427382,Mississippi,MS,2017,True,False,True,False
427384,New York,NY,2013,True,True,False,False
427391,Guam,GU,2012,True,False,True,False
427393,Guam,GU,2011,True,True,False,False
427404,Puerto Rico,PR,2016,True,True,False,False
427413,North Dakota,ND,2018,True,False,True,False
427414,New Mexico,NM,2013,True,False,True,False
427444,Nevada,NV,2019,True,True,False,False
427453,Texas,TX,2011,True,True,False,False
427457,New York,NY,2019,True,True,False,False
427461,Virgin Islands,VI,2017,True,True,False,False
427467,Minnesota,MN,2016,True,True,False,False
427474,Virgin Islands,VI,2016,True,False,True,False
427484,Ohio,OH,2016,True,False,True,False
427486,Michigan,MI,2017,True,False,True,False
427493,Missouri,MO,2013,True,True,False,False
427496,Maine,ME,2018,True,False,True,False
427497,Texas,TX,2015,True,False,True,False
427518,Rhode Island,RI,2015,True,False,True,False
427519,New York,NY,2014,True,False,True,False
427532,Wisconsin,WI,2012,True,False,True,False
427540,New Hampshire,NH,2013,True,True,False,False
427562,New York,NY,2017,True,True,False,False
427565,Massachusetts,MA,2011,True,False,True,False
427573,Rhode Island,RI,2018,True,False,True,False
427577,West Virginia,WV,2012,True,True,False,False
427582,Mississippi,MS,2019,True,False,True,False
427584,Texas,TX,2014,True,True,False,False
427597,Maryland,MD,2016,True,True,False,False
427600,Mississippi,MS,2017,True,True,False,False
427607,Louisiana,LA,2018,True,False,True,False
427631,Nebraska,NE,2018,True,True,False,False
427638,New Mexico,NM,2019,True,False,True,False
427642,Maine,ME,2019,True,True,False,False
427651,Texas,TX,2016,True,True,False,False
427657,Rhode Island,RI,2017,True,False,True,False
427661,Ohio,OH,2015,True,False,True,False
427681,Pennsylvania,PA,2015,True,False,True,False
427683,North Dakota,ND,2015,True,False,True,False
427699,Maine,ME,2017,True,True,False,False
427707,Rhode Island,RI,2019,True,True,False,False
427714,Washington,WA,2016,True,True,False,False
427720,Pennsylvania,PA,2017,True,False,True,False
427728,Puerto Rico,PR,2018,True,True,False,False
427729,Maryland,MD,2019,True,False,True,False
427763,Mississippi,MS,2013,True,True,False,False
427765,Maine,ME,2011,True,False,True,False
427808,Ohio,OH,2013,True,True,False,False
427813,Nevada,NV,2017,True,True,False,False
427840,New Hampshire,NH,2012,True,True,False,False
427850,Washington,WA,2019,True,True,False,False
427854,New York,NY,2012,True,False,True,False
427860,West Virginia,WV,2016,True,True,False,False
427869,Missouri,MO,2011,True,True,False,False
427876,Massachusetts,MA,2013,True,True,False,False
427888,Pennsylvania,PA,2019,True,False,True,False
427901,West Virginia,WV,2014,True,True,False,False
427910,Oklahoma,OK,2011,True,False,True,False
427923,Maryland,MD,2018,True,True,False,False
427935,New York,NY,2015,True,True,False,False
427953,West Virginia,WV,2018,True,True,False,False
427970,Nevada,NV,2011,True,True,False,False
427985,Minnesota,MN,2014,True,True,False,False
428004,South Carolina,SC,2012,True,False,True,False
428005,Michigan,MI,2015,True,False,True,False
428012,Ohio,OH,2011,True,False,True,False
428016,Wisconsin,WI,2018,True,False,True,False
428048,Maryland,MD,2015,True,False,True,False
428060,Ohio,OH,2013,True,False,True,False
428067,North Carolina,NC,2014,True,True,False,False
428080,Rhode Island,RI,2017,True,True,False,False
428086,Massachusetts,MA,2013,True,False,True,False
428108,Vermont,VT,2015,True,False,True,False
428114,New Mexico,NM,2017,True,False,True,False
428120,Wisconsin,WI,2016,True,False,True,False
428126,Virgin Islands,VI,2014,True,False,True,False
428127,North Carolina,NC,2012,True,True,False,False
428135,Mississippi,MS,2014,True,True,False,False
428147,Maryland,MD,2013,True,False,True,False
428149,Louisiana,LA,2017,True,True,False,False
428159,Mississippi,MS,2019,True,True,False,False
428172,New Mexico,NM,2015,True,False,True,False
428217,Virgin Islands,VI,2012,True,False,True,False
428221,Massachusetts,MA,2011,True,True,False,False
428227,Minnesota,MN,2016,True,False,True,False
428247,Ohio,OH,2018,True,False,True,False
428278,Ohio,OH,2017,True,False,True,False
428292,Nevada,NV,2016,True,True,False,False
428302,New Jersey,NJ,2014,True,False,True,False
428305,North Carolina,NC,2018,True,True,False,False
428312,Virgin Islands,VI,2018,True,False,True,False
428321,Mississippi,MS,2018,True,True,False,False
428324,New Jersey,NJ,2012,True,True,False,False
428341,Minnesota,MN,2018,True,False,True,False
428342,Oklahoma,OK,2017,True,True,False,False
428392,Maine,ME,2019,True,False,True,False
428397,Guam,GU,2013,True,True,False,False
428417,Wisconsin,WI,2011,True,True,False,False
428436,Maine,ME,2018,True,True,False,False
428439,New Hampshire,NH,2011,True,True,False,False
428442,North Dakota,ND,2014,True,False,True,False
428449,Louisiana,LA,2019,True,False,True,False
428462,Rhode Island,RI,2013,True,True,False,False
428474,Mississippi,MS,2011,True,False,True,False
428482,Mississippi,MS,2016,True,True,False,False
428503,Maryland,MD,2012,True,False,True,False
428507,Texas,TX,2019,True,True,False,False
428527,Wisconsin,WI,2014,True,False,True,False
428528,Texas,TX,2013,True,True,False,False
428533,Mississippi,MS,2015,True,True,False,False
428539,South Dakota,SD,2019,True,False,True,False
428567,Oklahoma,OK,2015,True,False,True,False
428568,Ohio,OH,2014,True,False,True,False
428599,North Dakota,ND,2016,True,False,True,False
428600,Utah,UT,2012,True,True,False,False
428604,Guam,GU,2019,True,True,False,False
428622,Nevada,NV,2015,True,True,False,False
428626,Wyoming,WY,2011,True,False,True,False
428652,Maine,ME,2017,True,False,True,False
428655,Missouri,MO,2015,True,True,False,False
428656,Maryland,MD,2011,True,False,True,False
428686,Pennsylvania,PA,2018,True,True,False,False
428688,Oklahoma,OK,2019,True,True,False,False
428694,Nevada,NV,2013,True,True,False,False
428713,Wisconsin,WI,2013,True,True,False,False
428716,Washington,WA,2018,True,True,False,False
428737,Texas,TX,2012,True,True,False,False
428743,West Virginia,WV,2011,True,True,False,False
428746,Maine,ME,2013,True,False,True,False
428779,North Dakota,ND,2019,True,False,True,False
428791,Utah,UT,2014,True,True,False,False
428797,Texas,TX,2015,True,True,False,False
428801,Rhode Island,RI,2015,True,True,False,False
428805,South Dakota,SD,2011,True,False,True,False
428810,Rhode Island,RI,2012,True,False,True,False
428814,Minnesota,MN,2014,True,False,True,False
428816,Maine,ME,2012,True,False,True,False
428819,Maryland,MD,2012,True,True,False,False
428832,Texas,TX,2017,True,True,False,False
428892,Massachusetts,MA,2014,True,False,True,False
428921,Texas,TX,2013,True,False,True,False
428955,North Carolina,NC,2013,True,True,False,False
428971,New Jersey,NJ,2016,True,False,True,False
428974,Rhode Island,RI,2016,True,False,True,False
428978,Ohio,OH,2019,True,False,True,False
428993,Virgin Islands,VI,2013,True,True,False,False
428995,Massachusetts,MA,2012,True,False,True,False
429007,New Hampshire,NH,2014,True,True,False,False
429018,Ohio,OH,2012,True,False,True,False
429022,Mississippi,MS,2015,True,False,True,False
429024,Utah,UT,2016,True,False,True,False
429025,Pennsylvania,PA,2011,True,False,True,False
429034,Texas,TX,2011,True,False,True,False
429043,United States,US,2012,True,True,False,False
429049,Rhode Island,RI,2019,True,False,True,False
429055,Maryland,MD,2014,True,False,True,False
429060,Missouri,MO,2017,True,True,False,False
429069,Nevada,NV,2018,True,True,False,False
429073,New Hampshire,NH,2019,True,True,False,False
429079,Rhode Island,RI,2014,True,False,True,False
429115,Mississippi,MS,2012,True,True,False,False
429131,North Carolina,NC,2015,True,False,True,False
429152,North Dakota,ND,2016,True,True,False,False
429171,Nevada,NV,2016,True,False,True,False
429173,United States,US,2016,True,False,True,False
429174,New Jersey,NJ,2012,True,False,True,False
429191,New Mexico,NM,2011,True,True,False,False
429206,Oregon,OR,2016,True,False,True,False
429215,South Dakota,SD,2016,True,False,True,False
429230,North Dakota,ND,2017,True,True,False,False
429242,New Jersey,NJ,2014,True,True,False,False
429257,New Hampshire,NH,2017,True,False,True,False
429259,North Dakota,ND,2014,True,True,False,False
429275,Puerto Rico,PR,2011,True,True,False,False
429277,United States,US,2013,True,True,False,False
429282,Washington,WA,2014,True,False,True,False
429300,Louisiana,LA,2019,True,True,False,False
429316,North Carolina,NC,2017,True,False,True,False
429325,Oregon,OR,2016,True,True,False,False
429334,Oklahoma,OK,2017,True,False,True,False
429335,Virginia,VA,2014,True,True,False,False
429352,Kentucky,KY,2019,True,True,False,False
429364,Wisconsin,WI,2014,True,True,False,False
429374,Michigan,MI,2019,True,False,True,False
429380,Washington,WA,2013,True,True,False,False
429381,Washington,WA,2011,True,True,False,False
429385,Missouri,MO,2015,True,False,True,False
429392,Wyoming,WY,2011,True,True,False,False
429397,Wyoming,WY,2015,True,False,True,False
